transcript,gene_name,coords,entrezgene_id,hgnc_id,uniprot_id,description,type,rank,Frel,TID
p2@MYBL2,MYBL2,chr20:42295713..42295738;+,e:4605,h:7548,u:P10244,MYB proto-oncogene like 2,gene with protein product,500,0.6715,T100871
p5@RCC2,RCC2,chr1:17766239..17766255;-,e:55920,h:30297,u:Q9P258,regulator of chromosome condensation 2,gene with protein product,501,0.6711,T086039
p1@TPX2,TPX2,chr20:30327063..30327138;+,e:22974,h:1249,u:Q9ULW0;u:Q96RR5,TPX2; microtubule nucleation factor,gene with protein product,502,0.671,T099539
p3@RPS27A,RPS27A,chr2:55459495..55459528;+,e:6233,h:10417,u:P62979,ribosomal protein S27a,gene with protein product,503,0.6706,T123719
p4@PIGS,PIGS,chr17:26897930..26897945;-,e:94005,h:14937,u:Q96IR5,phosphatidylinositol glycan anchor biosynthesis class S,gene with protein product,504,0.6703,T056638
p1@GMNN,GMNN,chr6:24775153..24775242;+,e:51053,h:17493,u:O75496,geminin; DNA replication inhibitor,gene with protein product,505,0.6698,T162757
p12@ITGB8,ITGB8,chr7:20370652..20370663;+,e:3696,h:6163,u:P26012;u:Q9BUG9,integrin subunit beta 8,gene with protein product,506,0.6688,T173649
p1@HIST1H1B,HIST1H1B,chr6:27835357..27835375;-,e:3009,h:4719,u:P16401,histone cluster 1 H1 family member b,gene with protein product,507,0.6678,T163150
p1@HAUS7;p1@TREX2,TREX2,chrX:152736013..152736052;-,e:11219;e:55559,h:12270;h:32979,u:Q9BQ50;u:Q99871,three prime repair exonuclease 2,gene with protein product,508,0.6663,T198158
p2@ASF1A,ASF1A,chr6:119215448..119215462;+,e:25842,h:20995,,anti-silencing function 1A histone chaperone,gene with protein product,509,0.6662,T158334
p2@SRP54,SRP54,chr14:35451880..35451920;+,e:6729,h:11301,u:G3V346;u:G3V480,signal recognition particle 54,gene with protein product,510,0.666,T037825
p1@MYO1E,MYO1E,chr15:59665062..59665077;-,e:4643,h:7599,u:Q12965;u:Q4KMR3,myosin IE,gene with protein product,511,0.6658,T045080
p4@CAPN1,CAPN1,chr11:64948672..64948748;+,e:823,h:1476,u:B2RDI5;u:P07384,calpain 1,gene with protein product,512,0.6645,T016722
p1@ZBTB4,ZBTB4,chr17:7387524..7387597;-,e:57659,h:23847,u:B3KVD4;u:Q9P1Z0,zinc finger and BTB domain containing 4,gene with protein product,513,0.6642,T063319
p3@KLF7,KLF7,chr2:208030488..208030551;-,e:8609,h:6350,u:O75840,Kruppel like factor 7,gene with protein product,514,0.663,T117729
p2@GHITM,GHITM,chr10:85899247..85899273;+,e:27069,h:17281,u:Q9Y6G2,growth hormone inducible transmembrane protein,gene with protein product,515,0.6624,T007573
p1@RAB6C,RAB6C,chr2:130737223..130737244;+,e:150786;e:84084,h:16525,u:Q9H0N0,RAB6C; member RAS oncogene family,gene with protein product,516,0.6622,T112148
p1@TMEM9B,TMEM9B,chr11:8985927..8986008;-,e:56674,h:1168,u:Q9NQ34;u:E9PR12;u:Q543A1;u:Q7Z649,TMEM9 domain family member B,gene with protein product,517,0.6619,T019444
p7@BHLHE41,BHLHE41,chr12:26278030..26278039;-,e:79365,h:16617,u:Q9C0J9,basic helix-loop-helix family member e41,gene with protein product,518,0.6615,T024246
p3@SLC30A1,SLC30A1,chr1:211752522..211752547;-,e:7779,h:11012,u:Q9Y6M5,solute carrier family 30 member 1,gene with protein product,519,0.6607,T089343
p1@POLR3K,POLR3K,chr16:103572..103663;-,e:51728,h:14121,u:Q9Y2Y1,RNA polymerase III subunit K,gene with protein product,520,0.6592,T048516
p1@NICN1,NICN1,chr3:49466686..49466764;-,e:84276,h:18317,u:Q9BSH3;u:B4DX77;u:B2R7Q3,nicolin 1,gene with protein product,521,0.6582,T135660
p1@C12orf48,PARPBP,chr12:102513950..102513996;+,e:55010,h:26074,u:B4DZ31;u:B4DT40;u:Q9NWS1,PARP1 binding protein,gene with protein product,522,0.6582,T020139
p4@ANKRD55,ANKRD55,chr5:55412835..55412856;-,e:79722,h:25681,,ankyrin repeat domain 55,gene with protein product,523,0.6579,T154656
p2@SC5DL,SC5D,chr11:121163434..121163458;+,e:6309,h:10547,,sterol-C5-desaturase,gene with protein product,524,0.6562,T010794
p2@KIF26A,KIF26A,chr14:104604875..104604880;+,e:26153,h:20226,u:Q9ULI4,kinesin family member 26A,gene with protein product,525,0.6562,T035689
p1@SGOL1,SGO1,chr3:20227671..20227711;-,e:151648,h:25088,u:Q5FBB7;u:B5BUA4,shugoshin 1,gene with protein product,526,0.6555,T133709
p3@ZNF470,ZNF470,chr19:57078386..57078407;+,e:388566,h:22220,u:Q6ECI4,zinc finger protein 470,gene with protein product,527,0.6549,T078452
p2@GSTK1,GSTK1,chr7:142960505..142960553;+,e:373156,h:16906,u:Q9Y2Q3;u:E9PFN5;u:Q6FII1,glutathione S-transferase kappa 1,gene with protein product,529,0.6528,T172168
p5@GM2A,GM2A,chr5:150632645..150632658;+,e:2760,h:4367,u:P17900,GM2 ganglioside activator,gene with protein product,530,0.6522,T150961
p11@CHSY1,CHSY1,chr15:101792247..101792257;-,e:22856,h:17198,u:Q86X52,chondroitin sulfate synthase 1,gene with protein product,531,0.6521,T042185
p1@TSPAN3,TSPAN3,chr15:77363441..77363506;-,e:10099,h:17752,u:A6NEH4;u:B4DP19,tetraspanin 3,gene with protein product,532,0.6491,T046720
p2@C9orf82,CAAP1,chr9:26892732..26892764;-,e:79886,h:25834,,caspase activity and apoptosis inhibitor 1,gene with protein product,533,0.6469,T192388
p1@CIT,CIT,chr12:120315104..120315145;-,e:11113,h:1985,u:Q2M5E1;u:O14578,citron rho-interacting serine/threonine kinase,gene with protein product,534,0.6466,T021831
p6@NDFIP2,NDFIP2,chr13:80055462..80055478;+,e:54602,h:18537,,Nedd4 family interacting protein 2,gene with protein product,535,0.6459,T034488
p1@PRICKLE2,PRICKLE2,chr3:64253837..64253863;-,e:166336,h:20340,u:C9JY03,prickle planar cell polarity protein 2,gene with protein product,536,0.6456,T136949
p2@PSMG1,PSMG1,chr21:40555393..40555419;-,e:8624,h:3043,,proteasome assembly chaperone 1,gene with protein product,537,0.6449,T105234
p2@CUEDC2,CUEDC2,chr10:104192405..104192440;-,e:79004,h:28352,u:Q9H467,CUE domain containing 2,gene with protein product,538,0.6446,T000456
p2@UFD1L,UFD1L,chr22:19466643..19466664;-,e:7353,h:12520,u:C9J7C8,ubiquitin fusion degradation 1 like (yeast),gene with protein product,539,0.6444,T106575
p1@PRCC,PRCC,chr1:156737319..156737339;+,e:5546,h:9343,,papillary renal cell carcinoma (translocation-associated),gene with protein product,540,0.6434,T083788
p1@U2AF2,U2AF2,chr19:56166360..56166452;+,e:11338,h:23156,u:P26368,U2 small nuclear RNA auxiliary factor 2,gene with protein product,541,0.6419,T078346
p5@C9orf46,PLGRKT,chr9:5437941..5437959;-,e:55848,h:23633,u:Q9HBL7,plasminogen receptor with a C-terminal lysine,gene with protein product,542,0.6419,T193444
p7@HERPUD2,HERPUD2,chr7:35734790..35734802;-,e:64224,h:21915,u:Q9BSE4,HERPUD family member 2,gene with protein product,543,0.6396,T175029
p3@NET1,NET1,chr10:5454505..5454540;+,e:10276,h:14592,u:Q7Z628;u:Q5SQI5,neuroepithelial cell transforming 1,gene with protein product,544,0.639,T005308
p1@BECN1,BECN1,chr17:40976266..40976315;-,e:8678,h:1034,u:Q14457;u:E7EV84;u:B4DS82,beclin 1,gene with protein product,545,0.6384,T058857
p1@PLBD2,PLBD2,chr12:113796347..113796404;+,e:196463,h:27283,u:Q8NHP8;u:F5H5E2,phospholipase B domain containing 2,gene with protein product,546,0.6383,T021287
p1@DEPDC1B,DEPDC1B,chr5:59995921..59996000;-,e:55789,h:24902,u:Q8WUY9;u:B4DUT4;u:D6RIB0;u:F5H072,DEP domain containing 1B,gene with protein product,547,0.6383,T154945
p3@SMAD2,SMAD2,chr18:45457004..45457043;-,e:4087,h:6768,u:Q15796,SMAD family member 2,gene with protein product,548,0.6382,T067440
p2@SNRNP40,SNRNP40,chr1:31769656..31769670;-,e:9410,h:30857,u:B4DQJ1,small nuclear ribonucleoprotein U5 subunit 40,gene with protein product,549,0.6377,T093328
p6@C6orf130,OARD1,chr6:41039612..41039638;-,e:221443,h:21257,u:Q9Y530,O-acyl-ADP-ribose deacylase 1,gene with protein product,550,0.6356,T165679
p1@RBM14-RBM4;p1@RBM14;p1@RBM4,RBM14,chr11:66384079..66384110;+,e:10432;e:100526737;e:5936,h:14219;h:38840;h:9901,u:B8ZZ74;u:B0LM41;u:F2Z2W2,RNA binding motif protein 14,gene with protein product,551,0.6345,T017360
p2@HJURP,HJURP,chr2:234763105..234763145;-,e:55355,h:25444,,Holliday junction recognition protein,gene with protein product,552,0.6339,T120383
p2@RPL36A,RPL36A,chrX:100646279..100646333;+,e:100529097;e:6173,h:10359,,ribosomal protein L36a,gene with protein product,553,0.6335,T195839
p15@KLF9,KLF9,chr9:73028433..73028444;-,e:687,h:1123,u:Q13886,Kruppel like factor 9,gene with protein product,554,0.6335,T193798
p3@USP14,USP14,chr18:158327..158341;+,e:9097,h:12612,u:P54578;u:A6NJA2,ubiquitin specific peptidase 14,gene with protein product,555,0.6332,T066008
p1@RAE1,RAE1,chr20:55926274..55926336;+,e:8480,h:9828,u:P78406;u:E9PPG9;u:E9PQ57,ribonucleic acid export 1,gene with protein product,556,0.6328,T102663
p1@SPC24,SPC24,chr19:11266449..11266467;-,e:147841,h:26913,u:E7EWE9,SPC24; NDC80 kinetochore complex component,gene with protein product,557,0.6317,T069756
p1@RFWD3,RFWD3,chr16:74700747..74700804;-,e:55159,h:25539,u:Q6PCD5,ring finger and WD repeat domain 3,gene with protein product,558,0.6306,T053910
p3@MTR,MTR,chr1:236958779..236958793;+,e:4548,h:7468,,5-methyltetrahydrofolate-homocysteine methyltransferase,gene with protein product,559,0.6291,T091502
p1@RANBP1,RANBP1,chr22:20105012..20105085;+,e:5902,h:9847,u:P43487;u:C9JJ34;u:B7Z6U1;u:Q53EY3,RAN binding protein 1,gene with protein product,560,0.6284,T106670
p4@HIST1H4A;p4@HIST1H4B;p4@HIST1H4D;p4@HIST1H4E;p4@HIST1H4F;p4@HIST1H4H;p4@HIST1H4I;p4@HIST1H4J;p4@HIST1H4K;p4@HIST1H4L;p4@HIST2H4A;p4@HIST2H4B;p4@HIST4H4;p5@HIST1H4C,HIST4H4,chr6:26285754..26285769;-,e:121504;e:554313;e:8294;e:8359;e:8360;e:8361;e:8362;e:8363;e:8364;e:8365;e:8366;e:8367;e:8368;e:8370,h:20510;h:29607;h:4781;h:4782;h:4783;h:4784;h:4785;h:4787;h:4788;h:4789;h:4790;h:4791;h:4793;h:4794,u:P62805,histone cluster 4 H4,gene with protein product,561,0.6274,T162995
p2@NRF1,NRF1,chr7:129251614..129251630;+,e:4899,h:7996,u:Q16656;u:Q96AN2,nuclear respiratory factor 1,gene with protein product,562,0.6273,T170760
p1@ZNF850,ZNF850,chr19:37263693..37263715;-,e:342892,h:27994,u:A8MQ14,zinc finger protein 850,gene with protein product,563,0.626,T073588
p4@ITGA4,ITGA4,chr2:182321925..182321940;+,e:3676,h:6140,u:Q7Z4L6,integrin subunit alpha 4,gene with protein product,564,0.626,T116058
p2@RPP14,RPP14,chr3:58292233..58292288;+,e:11102,h:30327,,ribonuclease P/MRP subunit p14,gene with protein product,565,0.6256,T136648
p7@NDST1,NDST1,chr5:149865517..149865531;+,e:3340,h:7680,u:E5RGN9,N-deacetylase and N-sulfotransferase 1,gene with protein product,566,0.6254,T150696
p2@EIF3D,EIF3D,chr22:36925159..36925173;-,e:8664,h:3278,u:A8MWD3,eukaryotic translation initiation factor 3 subunit D,gene with protein product,568,0.625,T108400
p1@MAGOH,MAGOH,chr1:53704157..53704219;-,e:4116,h:6815,u:B1ARP8;u:P61326,mago homolog; exon junction complex core component,gene with protein product,569,0.6248,T095394
p4@CCNB2,CCNB2,chr15:59397289..59397296;+,e:9133,h:1580,u:O95067,cyclin B2,gene with protein product,570,0.6248,T045052
p1@RPS8,RPS8,chr1:45241186..45241289;+,e:6202,h:10441,u:Q5JR95;u:P62241;u:Q5JR94,ribosomal protein S8,gene with protein product,571,0.6246,T094800
p3@GLUD1,GLUD1,chr10:88854665..88854699;-,e:2746,h:4335,u:F5GYQ4,glutamate dehydrogenase 1,gene with protein product,572,0.6238,T007722
p1@STIP1,STIP1,chr11:63953635..63953685;+,e:10963,h:11387,u:F5GXD8;u:F5H0T1,stress induced phosphoprotein 1,gene with protein product,573,0.6237,T016323
p1@KIF18B,KIF18B,chr17:43025020..43025149;-,e:146909,h:27102,,kinesin family member 18B,gene with protein product,574,0.6224,T059393
p1@RRP1,RRP1,chr21:45209403..45209468;+,e:8568,h:18785,u:F8W984;u:D6RE82;u:P56182;u:Q96J73,ribosomal RNA processing 1,gene with protein product,576,0.6179,T105763
p1@COX19,COX19,chr7:1015156..1015193;-,e:90639,h:28074,u:F8WEL9,COX19; cytochrome c oxidase assembly factor,gene with protein product,577,0.6178,T169025
p2@ORC1,ORC1,chr1:52870104..52870134;-,e:4998,h:8487,u:Q13415,origin recognition complex subunit 1,gene with protein product,578,0.6176,T095310
p5@ACSL3,ACSL3,chr2:223726326..223726363;+,e:2181,h:3570,u:C9JC11,acyl-CoA synthetase long-chain family member 3,gene with protein product,579,0.6176,T119425
p2@NDUFAF3,NDUFAF3,chr3:49059068..49059158;+,e:25915,h:29918,u:Q9BU61;u:Q9Y3Z0;u:A4FU71,NADH:ubiquinone oxidoreductase complex assembly factor 3,gene with protein product,580,0.6165,T135555
p2@TIGD6,TIGD6,chr5:149380195..149380224;-,e:81789,h:18332,,tigger transposable element derived 6,gene with protein product,581,0.6155,T150539
p1@SUCLG2,SUCLG2,chr3:67705006..67705046;-,e:8801,h:11450,u:Q96I99;u:E9PDQ8;u:F5H4S7,succinate-CoA ligase GDP-forming beta subunit,gene with protein product,582,0.6143,T137081
p1@ISCU,ISCU,chr12:108956355..108956403;+,e:23479,h:29882,u:Q9H1K1;u:B1P7G3;u:B3KQ30;u:B4DNC9;u:F5H672;u:F5H5N2,iron-sulfur cluster assembly enzyme,gene with protein product,583,0.6125,T020697
p2@IREB2,IREB2,chr15:78730622..78730646;+,e:3658,h:6115,,iron responsive element binding protein 2,gene with protein product,584,0.6114,T046847
p5@MDFIC,MDFIC,chr7:114562143..114562159;+,e:29969,h:28870,u:Q9P1T7,MyoD family inhibitor domain containing,gene with protein product,585,0.6111,T169886
p12@MLC1,MLC1,chr22:50524224..50524238;-,e:23209,h:17082,u:Q15049,megalencephalic leukoencephalopathy with subcortical cysts 1,gene with protein product,586,0.6111,T110033
p1@SLC33A1,SLC33A1,chr3:155572164..155572236;-,e:9197,h:95,u:O00400,solute carrier family 33 member 1,gene with protein product,587,0.6098,T130775
p3@CENPL,CENPL,chr1:173793480..173793504;-,e:91687,h:17879,,centromere protein L,gene with protein product,588,0.6097,T085802
p1@C5orf15,C5orf15,chr5:133304270..133304329;-,e:56951,h:20656,u:B4DPV8,chromosome 5 open reading frame 15,gene with protein product,589,0.6095,T148742
p3@RPS7,RPS7,chr2:3622932..3622954;+,e:6201,h:10440,u:P62081,ribosomal protein S7,gene with protein product,590,0.6092,T122326
p1@CTSF,CTSF,chr11:66335995..66336059;-,e:8722,h:2531,u:Q9UBX1,cathepsin F,gene with protein product,591,0.609,T017334
p1@DNMT1,DNMT1,chr19:10305581..10305646;-,e:1786,h:2976,u:P26358;u:F5GX68,DNA methyltransferase 1,gene with protein product,592,0.6089,T069423
p2@METTL21A,METTL21A,chr2:208490027..208490095;-,e:151194,h:30476,,methyltransferase like 21A,gene with protein product,593,0.6081,T117796
p2@RPS25,RPS25,chr11:118889323..118889408;-,e:6230,h:10413,u:E9PQK3,ribosomal protein S25,gene with protein product,594,0.6073,T010532
p2@SMNDC1,SMNDC1,chr10:112064630..112064650;-,e:10285,h:16900,,survival motor neuron domain containing 1,gene with protein product,595,0.6059,T000978
p6@NCBP1,NCBP1,chr9:100395724..100395735;+,e:4686,h:7658,u:Q09161,nuclear cap binding protein subunit 1,gene with protein product,596,0.6058,T187666
p4@RNASE4,RNASE4,chr14:21152683..21152695;+,e:6038,h:10047,u:P34096,ribonuclease A family member 4,gene with protein product,597,0.6056,T036299
p19@CMIP,CMIP,chr16:81528979..81528991;+,e:80790,h:24319,u:Q8IY22,c-Maf inducing protein,gene with protein product,598,0.6049,T054291
p4@TK2,TK2,chr16:66584045..66584056;-,e:7084,h:11831,u:F5GYK4,thymidine kinase 2; mitochondrial,gene with protein product,599,0.6021,T052887
p4@PCBP1,PCBP1,chr2:70314240..70314256;+,e:5093,h:8647,u:Q15365;u:Q53SS8,poly(rC) binding protein 1,gene with protein product,600,0.5997,T124809
p3@ZNF384,ZNF384,chr12:6798056..6798102;-,e:171017,h:11955,u:E9PHB3;u:F5GYZ1;u:F5H420,zinc finger protein 384,gene with protein product,601,0.5985,T028257
p10@STON2,STON2,chr14:81893690..81893700;-,e:85439,h:30652,u:G3V2T7;u:Q59H11,stonin 2,gene with protein product,602,0.5979,T041005
p5@NEIL3,NEIL3,chr4:178231003..178231010;+,e:55247,h:24573,u:Q8TAT5,nei like DNA glycosylase 3,gene with protein product,603,0.5951,T142169
p5@TK2,TK2,chr16:66584059..66584073;-,e:7084,h:11831,u:F5GYK4,thymidine kinase 2; mitochondrial,gene with protein product,604,0.5949,T052888
p4@NEK6,NEK6,chr9:127020503..127020537;+,e:10783,h:7749,u:Q9HC98,NIMA related kinase 6,gene with protein product,605,0.5942,T189434
p1@HMGB1,HMGB1,chr13:31040060..31040085;-,e:3146,h:4983,u:Q5T7C4;u:P09429;u:Q59GW1,high mobility group box 1,gene with protein product,606,0.5915,T032475
p2@HEXA,HEXA,chr15:72668393..72668408;-,e:3073,h:4878,u:E9PGL4,hexosaminidase subunit alpha,gene with protein product,607,0.591,T046235
p1@TTC4,TTC4,chr1:55181510..55181564;+,e:7268,h:12394,u:Q5TA95,tetratricopeptide repeat domain 4,gene with protein product,608,0.5892,T095515
p1@BLCAP,BLCAP,chr20:36156264..36156288;-,e:10904,h:1055,u:A2A2K9;u:A2A2K8,bladder cancer associated protein,gene with protein product,609,0.5884,T100486
p2@FAM100A,UBALD1,chr16:4665023..4665047;-,e:124402,h:29576,u:Q8TB05,UBA like domain containing 1,gene with protein product,610,0.5874,T051614
p1@TIMELESS,TIMELESS,chr12:56843161..56843225;-,e:8914,h:11813,u:Q9UNS1;u:E7EWS5,timeless circadian clock,gene with protein product,611,0.5873,T027141
p1@EXOSC2,EXOSC2,chr9:133569143..133569176;+,e:23404,h:17097,u:A3KFL1;u:A3KFL4;u:A3KFL2;u:B4DKK6;u:Q13868,exosome component 2,gene with protein product,612,0.5864,T190459
p1@DIABLO,DIABLO,chr12:122710556..122710607;-,e:56616,h:21528,u:Q502X2;u:Q9NR28;u:F8W6K8;u:Q6W3F3;u:F5GXT8,diablo IAP-binding mitochondrial protein,gene with protein product,613,0.5845,T022264
p2@TMBIM1,TMBIM1,chr2:219157250..219157281;-,e:64114,h:23410,u:C9JAK9;u:C9JEN3;u:C9JI44;u:B3KSM0;u:Q969X1,transmembrane BAX inhibitor motif containing 1,gene with protein product,614,0.5844,T118901
p1@DDX39B,DDX39B,chr6:31509759..31509788;-,e:7919,h:13917,u:B4DP52;u:F6SXL5;u:F6S2B7;u:F6R6M7;u:E7EMX2;u:B4DIJ6;u:F6U6E2,DExD-box helicase 39B,gene with protein product,615,0.5841,T163896
p1@COPS7B,COPS7B,chr2:232651136..232651176;+,e:64708,h:16760,u:Q9H9Q2,COP9 signalosome subunit 7B,gene with protein product,616,0.583,T120141
p2@CRELD2,CRELD2,chr22:50312274..50312311;+,e:79174,h:28150,u:Q6UXH1,cysteine rich with EGF like domains 2,gene with protein product,617,0.5829,T109989
p1@ORC6,ORC6,chr16:46723552..46723612;+,e:23594,h:17151,u:Q9Y5N6;u:Q9H806,origin recognition complex subunit 6,gene with protein product,618,0.5823,T051623
p1@NSMCE2,NSMCE2,chr8:126104076..126104117;+,e:286053,h:26513,u:Q96MF7;u:E5RHW9;u:E5RK09,NSE2/MMS21 homolog; SMC5-SMC6 complex SUMO ligase,gene with protein product,619,0.5813,T180530
p5@SF1,SF1,chr11:64537831..64537852;-,e:7536,h:12950,,splicing factor 1,gene with protein product,620,0.5813,T016575
p1@PEX3,PEX3,chr6:143771966..143772029;+,e:8504,h:8858,u:Q7Z6V3,peroxisomal biogenesis factor 3,gene with protein product,621,0.5811,T160102
p3@PDP1,PDP1,chr8:94929110..94929167;+,e:54704,h:9279,u:Q6P1N1;u:Q9P0J1,pyruvate dehyrogenase phosphatase catalytic subunit 1,gene with protein product,623,0.581,T187243
p3@CYP51A1,CYP51A1,chr7:91764108..91764124;-,e:1595,h:2649,,cytochrome P450 family 51 subfamily A member 1,gene with protein product,624,0.5799,T178093
p5@PTGES3,PTGES3,chr12:57081940..57081951;-,e:10728,h:16049,u:B4DHP2,prostaglandin E synthase 3,gene with protein product,625,0.5781,T027208
p1@RNASEH2A,RNASEH2A,chr19:12917412..12917466;+,e:10535,h:18518,u:O75792,ribonuclease H2 subunit A,gene with protein product,626,0.5773,T070178
p3@HDLBP,HDLBP,chr2:242254595..242254670;-,e:3069,h:4857,u:C9JHS7,high density lipoprotein binding protein,gene with protein product,627,0.5769,T121125
p1@IFFO1,IFFO1,chr12:6665200..6665255;-,e:25900,h:24970,u:Q0D2I5;u:Q6P593;u:B4DQQ1;u:Q9Y4M3,intermediate filament family orphan 1,gene with protein product,628,0.5768,T028181
p1@PUS1,PUS1,chr12:132413804..132413830;+,e:80324,h:15508,u:F5GY32;u:F5H1S9;u:E5KMT5;u:Q9Y606,pseudouridylate synthase 1,gene with protein product,629,0.5765,T023101
p1@HINT3,HINT3,chr6:126277842..126277993;+,e:135114,h:18468,u:Q9NQE9,histidine triad nucleotide binding protein 3,gene with protein product,630,0.5764,T158729
p1@HNRNPH1,HNRNPH1,chr5:179050660..179050681;-,e:3187,h:5041,u:D6RIT2;u:D6RIU0;u:D6R9D3;u:D6RDU3;u:E5RGV0,heterogeneous nuclear ribonucleoprotein H1,gene with protein product,631,0.5758,T152941
p4@GLUD1,GLUD1,chr10:88854637..88854657;-,e:2746,h:4335,u:F5GYQ4,glutamate dehydrogenase 1,gene with protein product,632,0.5758,T007721
p1@BRIP1,BRIP1,chr17:59940830..59940897;-,e:83990,h:20473,u:Q9BX63,BRCA1 interacting protein C-terminal helicase 1,gene with protein product,633,0.5756,T061507
p1@CCNA2,CCNA2,chr4:122744998..122745093;-,e:890,h:1578,u:P20248,cyclin A2,gene with protein product,634,0.5748,T139461
p2@NUMA1,NUMA1,chr11:71791518..71791605;-,e:4926,h:8059,u:Q14980;u:F5H073;u:F8W6T3;u:F5H2L0;u:F5H6Y5;u:F5GWK2;u:F5H0Z7;u:F5H7R5;u:Q3SYK8;u:Q4LE64;u:Q9BTE9;u:Q7Z757;u:A8K394,nuclear mitotic apparatus protein 1,gene with protein product,635,0.5741,T018082
p3@CDC123,CDC123,chr10:12237908..12237921;+,e:8872,h:16827,u:O75794,cell division cycle 123,gene with protein product,636,0.5739,T001800
p1@HHAT,HHAT,chr1:210502238..210502302;+,e:55733,h:18270,u:Q5VTY9;u:B7Z2U8;u:B7Z5I1;u:F5H444;u:F5H2Y1;u:B7Z868;u:B7Z5N1,hedgehog acyltransferase,gene with protein product,637,0.5732,T089256
p3@PROSER1,PROSER1,chr13:39612118..39612171;-,e:80209,h:20291,u:Q86XN7,proline and serine rich 1,gene with protein product,638,0.5732,T032903
p1@RNF135,RNF135,chr17:29298033..29298090;+,e:84282,h:21158,u:Q8IUD6;u:F5GX60;u:B3KV69,ring finger protein 135,gene with protein product,639,0.5714,T056950
p1@VTI1B,VTI1B,chr14:68141300..68141368;-,e:10490,h:17793,u:Q9UEU0,vesicle transport through interaction with t-SNAREs 1B,gene with protein product,640,0.5697,T039795
p1@LAPTM4B,LAPTM4B,chr8:98788003..98788054;+,e:55353,h:13646,,lysosomal protein transmembrane 4 beta,gene with protein product,641,0.5695,T187532
p3@CTDNEP1,CTDNEP1,chr17:7154791..7154820;-,e:23399,h:19085,u:O95476,CTD nuclear envelope phosphatase 1,gene with protein product,642,0.5695,T062713
p1@YIPF4,YIPF4,chr2:32502952..32503025;+,e:84272,h:28145,u:Q9BSR8,Yip1 domain family member 4,gene with protein product,643,0.5688,T122205
p4@BHLHE41,BHLHE41,chr12:26278008..26278024;-,e:79365,h:16617,u:Q8TAT1;u:Q9C0J9,basic helix-loop-helix family member e41,gene with protein product,645,0.5681,T024245
p1@USP49,USP49,chr6:41863098..41863120;-,e:25862,h:20078,u:Q70CQ1,ubiquitin specific peptidase 49,gene with protein product,646,0.5675,T165786
p1@TFPT,TFPT,chr19:54619006..54619046;-,e:29844,h:13630,u:P0C1Z6,TCF3 fusion partner,gene with protein product,647,0.5667,T077861
p3@GM2A,GM2A,chr5:150632678..150632707;+,e:2760,h:4367,u:P17900,GM2 ganglioside activator,gene with protein product,648,0.566,T150963
p2@TATDN2,TATDN2,chr3:10290228..10290249;+,e:9797,h:28988,u:Q93075,TatD DNase domain containing 2,gene with protein product,649,0.5647,T126975
p3@EEF1A1,EEF1A1,chr6:74230920..74230947;-,e:1915,h:3189,u:P68104;u:Q6IPS9;u:A6PW80,eukaryotic translation elongation factor 1 alpha 1,gene with protein product,650,0.5637,T167636
p1@GAL3ST4,GAL3ST4,chr7:99766191..99766268;-,e:79690,h:24145,u:C9IZ77,galactose-3-O-sulfotransferase 4,gene with protein product,651,0.5634,T178961
p1@TLR3,TLR3,chr4:186990298..186990342;+,e:7098,h:11849,u:O15455;u:D6RA51;u:F5H833;u:E6Y0F1,toll like receptor 3,gene with protein product,652,0.5606,T142639
p1@ORC1,ORC1,chr1:52870063..52870102;-,e:4998,h:8487,u:Q13415,origin recognition complex subunit 1,gene with protein product,653,0.5605,T095309
p2@HBS1L,HBS1L,chr6:135375986..135376000;-,e:10767,h:4834,u:E9PJ90,HBS1 like translational GTPase,gene with protein product,654,0.5604,T159350
p20@ATP2B4,ATP2B4,chr1:203595995..203596000;+,e:493,h:817,u:P23634,ATPase plasma membrane Ca2+ transporting 4,gene with protein product,655,0.5578,T088176
p6@SCAMP1,SCAMP1,chr5:77656382..77656393;+,,h:10563,,secretory carrier membrane protein 1,gene with protein product,656,0.5577,T155923
p6@ATF6,ATF6,chr1:161736032..161736035;+,e:22926,h:791,u:A8K383;u:P18850,activating transcription factor 6,gene with protein product,657,0.5577,T084866
p2@SEPHS1,SEPHS1,chr10:13390270..13390316;-,e:22929,h:19685,u:P49903;u:Q5T5U9;u:D6PSQ9;u:B4DWK0;u:D3DRS9,selenophosphate synthetase 1,gene with protein product,658,0.5571,T002571
p5@RTN4,RTN4,chr2:55277485..55277498;-,e:57142,h:14085,u:F8W914,reticulon 4,gene with protein product,659,0.5563,T123698
p1@ITGA2B,ITGA2B,chr17:42466864..42466880;-,e:3674,h:6138,u:P08514,integrin subunit alpha 2b,gene with protein product,660,0.5548,T059214
p1@CCNF,CCNF,chr16:2479428..2479470;+,e:899,h:1591,u:P41002,cyclin F,gene with protein product,661,0.5547,T050037
p1@ANXA6,ANXA6,chr5:150537279..150537378;-,e:309,h:544,u:A6NN80;u:E7EMC6;u:E5RFF0;u:E5RI05;u:E5RJF5;u:E5RIU8;u:E5RK69;u:B7Z582;u:P08133;u:Q6ZP35,annexin A6,gene with protein product,662,0.5542,T150934
p1@TMEM219,TMEM219,chr16:29973370..29973430;+,e:124446,h:25201,u:Q86XT9;u:D5FK14,transmembrane protein 219,gene with protein product,663,0.5538,T050693
