source,interaction,target,zero_order_r,r_sign
T112077,<->,T151706,0.493548378185914,+
T112077,<->,T074414,0.50054008751991,+
T112077,<->,T185072,0.672967413900122,+
T112077,<->,T019444,-0.483179991310472,-
T112077,<->,T000394,0.55683019812807,+
T076283,<->,T050593,0.784067980752203,+
T076283,<->,T054684,0.731633101423902,+
T076283,<->,T069423,0.608760725652891,+
T129708,<->,T032231,0.457807207459029,+
T129708,<->,T041552,0.437660515143226,+
T129708,<->,T098701,0.438705536316605,+
T129708,<->,T137081,0.374066731743393,+
T129708,<->,T025057,0.280770271833842,+
T129708,<->,T072526,0.236764395740179,+
T074201,<->,T051706,-0.393230182540462,-
T074201,<->,T074199,0.608845035732141,+
T074201,<->,T099272,0.680442369401066,+
T074201,<->,T074200,0.56601315888283,+
T074201,<->,T105234,0.428900438682942,+
T074201,<->,T094800,0.689856153428237,+
T074201,<->,T023101,0.576882847329842,+
T074201,<->,T064525,0.421604653815336,+
T176451,<->,T024246,0.190487907012077,+
T176451,<->,T001939,0.173285578957246,+
T176451,<->,T176452,0.267586717225607,+
T176451,<->,T024387,0.163606335905494,+
T061722,<->,T038313,0.532191067669052,+
T061722,<->,T038738,0.421852137520189,+
T061722,<->,T081811,0.624068636604377,+
T061722,<->,T180530,0.45898961263943,+
T061722,<->,T061507,0.758273489152083,+
T061722,<->,T062124,0.688074585351491,+
T077777,<->,T112088,0.469811421109465,+
T077777,<->,T112626,0.571903569733353,+
T077777,<->,T106088,0.413989709664167,+
T077777,<->,T042064,0.408206161701411,+
T077777,<->,T000978,0.302126161300299,+
T077777,<->,T061404,0.497562486609722,+
T077777,<->,T076126,0.450913153808306,+
T077777,<->,T056183,-0.238808537096081,-
T077777,<->,T025057,-0.186906079368864,-
T162139,<->,T196192,0.366764001361049,+
T162139,<->,T020133,0.39827170242828,+
T162139,<->,T192388,-0.22457161009459,-
T162139,<->,T007722,0.28435963690263,+
T162139,<->,T000978,-0.236943486596109,-
T162139,<->,T178821,-0.233964399367019,-
T162139,<->,T028981,0.385382661034468,+
T162139,<->,T043052,0.276727137348731,+
T162139,<->,T002555,0.337229528185648,+
T070685,<->,T105797,0.755642216654218,+
T069034,<->,T005963,0.281670197593886,+
T069034,<->,T088174,0.366259610767773,+
T030585,<->,T158743,0.764861259489411,+
T030585,<->,T030586,0.563788934346164,+
T030585,<->,T105248,0.686565840233776,+
T030585,<->,T066047,0.772505796909256,+
T030585,<->,T151706,0.561277855010863,+
T030585,<->,T123721,0.672195259658822,+
T030585,<->,T196708,0.43970317302387,+
T030585,<->,T002571,0.596373276225976,+
T030585,<->,T194694,0.736794615459424,+
T083742,<->,T064153,0.391969956620649,+
T083742,<->,T112088,0.408524082553892,+
T083742,<->,T121691,0.310534769857698,+
T083742,<->,T168319,0.37359184740164,+
T083742,<->,T037855,0.319261048123565,+
T083742,<->,T013678,-0.278593913140501,-
T083742,<->,T104730,0.491949149783142,+
T083742,<->,T101418,0.418713156564364,+
T083742,<->,T126785,0.342487474279481,+
T083742,<->,T028618,0.1795914927615,+
T055926,<->,T148286,0.437448859607297,+
T192978,<->,T057940,0.39243741743222,+
T192978,<->,T052885,0.433994880475868,+
T192978,<->,T172168,0.448678319221969,+
T192978,<->,T000456,0.520126282063315,+
T192978,<->,T095394,-0.378186998132576,-
T192978,<->,T150934,0.497567522155389,+
T192978,<->,T087744,0.411190790063198,+
T134737,<->,T013616,0.382924511347223,+
T134737,<->,T047770,0.409663738027679,+
T134737,<->,T149496,0.554146008367699,+
T134737,<->,T133319,-0.352974602691838,-
T134737,<->,T052887,0.35257413546402,+
T134737,<->,T136043,0.395749770998009,+
T134737,<->,T053695,-0.451412175743153,-
T121958,<->,T121957,0.623359935415159,+
T121958,<->,T045077,0.481926753345862,+
T121958,<->,T068971,0.369470851027407,+
T121958,<->,T098771,0.461357768733869,+
T121958,<->,T147580,0.424216456851801,+
T121958,<->,T128815,0.355647237421952,+
T121958,<->,T121954,0.340896386613529,+
T052310,<->,T044884,0.57235319555346,+
T052310,<->,T119025,0.374109313929945,+
T052310,<->,T003652,0.541492039097309,+
T052310,<->,T028181,0.479679291811753,+
T100872,<->,T188697,0.563496383915646,+
T100872,<->,T070619,0.767847179373373,+
T100872,<->,T100871,0.77386239234296,+
T045053,<->,T043527,0.80904193245655,+
T045053,<->,T139461,0.856566970470499,+
T045053,<->,T194694,0.733303620550634,+
T039452,<->,T051706,0.310692882001355,+
T039452,<->,T196170,0.257910672418439,+
T039452,<->,T147580,0.316623694399512,+
T039452,<->,T131788,0.413798890457464,+
T039452,<->,T045080,0.33457860222657,+
T039452,<->,T150964,0.412693481059795,+
T096007,<->,T052885,0.386977740313798,+
T096007,<->,T086426,0.425776584631532,+
T096007,<->,T121125,0.459707121747113,+
T096007,<->,T028981,0.415442268029908,+
T180082,<->,T108651,0.306666520271806,+
T180082,<->,T161051,0.307042511369457,+
T180082,<->,T132573,0.375160582077451,+
T180082,<->,T187666,0.351431046275403,+
T180082,<->,T199607,0.396139604468699,+
T180082,<->,T134660,0.306901765204485,+
T064153,<->,T099720,0.349109951130936,+
T064153,<->,T141376,0.521113077267058,+
T064153,<->,T163537,0.397538781014264,+
T064153,<->,T133490,0.37359721932426,+
T064153,<->,T189558,0.365835806447071,+
T064153,<->,T054922,0.489719108284039,+
T120384,<->,T059393,0.792116592719905,+
T120384,<->,T050037,0.784524633318528,+
T070684,<->,T132572,0.571368225215569,+
T070684,<->,T095069,0.35473838332908,+
T070684,<->,T106575,0.579341278997885,+
T070684,<->,T095309,0.72351898306209,+
T070684,<->,T017161,0.572557203963144,+
T070684,<->,T170367,-0.409212790225558,-
T070684,<->,T094869,0.532346414384256,+
T092766,<->,T189487,0.306490207502599,+
T092766,<->,T196708,0.365523557625156,+
T092766,<->,T032475,0.451760815459761,+
T092766,<->,T175734,0.454725046070063,+
T121137,<->,T069157,0.396182690507372,+
T121137,<->,T148899,0.360430333658435,+
T121137,<->,T136648,0.313529294820185,+
T121137,<->,T078505,0.185404771173324,+
T121137,<->,T163648,-0.334543401043367,-
T121137,<->,T125709,0.345069008421531,+
T032231,<->,T099272,-0.514901891561896,-
T032231,<->,T184367,0.435532852391953,+
T032231,<->,T020133,0.55957055484798,+
T032231,<->,T147580,0.460167113053129,+
T032231,<->,T150539,0.31761964455883,+
T032231,<->,T020697,0.498114284387735,+
T032231,<->,T160102,0.43236409016532,+
T032231,<->,T136043,0.407131729514287,+
T032231,<->,T192816,0.258038406631708,+
T166675,<->,T108174,0.812942781020473,+
T166675,<->,T094973,0.841086384121002,+
T166675,<->,T185072,0.82107520268042,+
T166675,<->,T095310,0.745034256094982,+
T108174,<->,T100871,0.811364760175402,+
T108174,<->,T163648,0.638453469517767,+
T108174,<->,T044139,0.689931106880806,+
T190740,<->,T106310,0.662981167992345,+
T172888,<->,T093491,-0.373970016672206,-
T172888,<->,T095839,0.438143784605333,+
T172888,<->,T155923,0.385578604997899,+
T172888,<->,T119423,0.354869292856066,+
T172888,<->,T129382,0.336430709477248,+
T099355,<->,T031931,0.73636149365611,+
T099355,<->,T102571,0.776367463461332,+
T099355,<->,T154945,0.751506938432191,+
T112088,<->,T112626,0.526224597056777,+
T112088,<->,T020133,-0.359396888936178,-
T112088,<->,T198616,0.300332728799159,+
T112088,<->,T028257,0.234205068167167,+
T151250,<->,T093491,0.437154992044455,+
T151250,<->,T189487,0.583898011096317,+
T151250,<->,T123719,0.429172269981501,+
T101707,<->,T088540,0.276605284886863,+
T101707,<->,T112148,0.35049770736748,+
T101707,<->,T155923,0.245684533113903,+
T101707,<->,T033602,0.313712584386182,+
T101707,<->,T013131,0.256969917022723,+
T200111,<->,T200112,0.48834190205987,+
T200111,<->,T081067,0.390219991620543,+
T200111,<->,T164318,0.364263828999926,+
T200111,<->,T051180,0.347457182131586,+
T200111,<->,T182256,0.379720918962923,+
T105942,<->,T037624,0.172342707860039,+
T105942,<->,T065079,0.323010343884179,+
T105942,<->,T037872,0.317898249593898,+
T105942,<->,T136648,-0.265474746869722,-
T105942,<->,T173908,0.392926393422704,+
T019402,<->,T045077,0.428001995800265,+
T019402,<->,T144463,0.459661671265225,+
T019402,<->,T184367,0.2984505061426,+
T019402,<->,T196708,-0.325995883350751,-
T019402,<->,T063319,0.361609088990086,+
T019402,<->,T134710,0.437155271614211,+
T112626,<->,T146358,0.529024688918561,+
T112626,<->,T168717,0.375614845888622,+
T112626,<->,T061507,0.461245873008458,+
T162279,<->,T016324,0.311948163555951,+
T162279,<->,T178599,0.287648297823827,+
T013616,<->,T034489,0.303936652773599,+
T013616,<->,T149496,0.361832406965185,+
T013616,<->,T028181,0.377404785065262,+
T051706,<->,T051703,0.424927908660877,+
T051706,<->,T074910,0.374667824192547,+
T051706,<->,T131788,0.411473949470373,+
T051706,<->,T085268,0.43386314187643,+
T051706,<->,T038675,0.354219116374307,+
T051706,<->,T174478,0.349770779453169,+
T051706,<->,T187589,0.29672705093036,+
T016324,<->,T016323,0.584550456859262,+
T016324,<->,T122326,0.374199343526185,+
T016324,<->,T117796,0.250530414062506,+
T093491,<->,T047770,-0.369601695308552,-
T093491,<->,T076053,0.372607656457427,+
T093491,<->,T010532,0.386760089946341,+
T093491,<->,T015936,0.393045171883694,+
T093491,<->,T126067,0.324133278224546,+
T158743,<->,T162757,0.729071219410305,+
T158743,<->,T140997,0.615657116659081,+
T158743,<->,T151563,0.690302715680864,+
T178599,<->,T064524,0.389845694244756,+
T178599,<->,T020133,-0.317974131412271,-
T178599,<->,T001802,0.282352742671595,+
T178599,<->,T020570,-0.35060950524771,-
T178599,<->,T199607,0.414948815890899,+
T178599,<->,T134660,0.432925593865705,+
T189487,<->,T152567,0.477667786503127,+
T189487,<->,T083592,0.538477018471135,+
T189487,<->,T136583,-0.387740965374217,-
T189487,<->,T013678,0.0905349605076773,+
T189487,<->,T182932,-0.361702033398727,-
T189487,<->,T083587,0.387406679918176,+
T108651,<->,T074592,0.133914349519555,+
T108651,<->,T106088,0.347063466048382,+
T108651,<->,T187666,0.367122646218025,+
T108651,<->,T126067,0.232088818827578,+
T108651,<->,T189297,0.190511742064209,+
T108651,<->,T008662,0.362059882994411,+
T108651,<->,T000094,0.245812855860302,+
T108651,<->,T095351,-0.075590690260591,-
T112072,<->,T011410,-0.189078521314392,-
T112072,<->,T046860,0.300390406711905,+
T149255,<->,T094789,0.827723896488766,+
T149255,<->,T095081,0.771422247337853,+
T149255,<->,T005308,0.692678191658599,+
T149255,<->,T026456,0.740035696666174,+
T121691,<->,T079479,0.295171532978499,+
T121691,<->,T074414,0.402452670427677,+
T121691,<->,T083587,0.371082710104,+
T168319,<->,T094115,0.404326102174989,+
T168319,<->,T199607,0.391073015319802,+
T168319,<->,T047006,0.182184574306022,+
T049362,<->,T123721,0.763601917941242,+
T049362,<->,T123719,0.495602640290237,+
T152567,<->,T154656,0.205937303930752,+
T152567,<->,T094800,0.671918625866481,+
T152567,<->,T028181,-0.479255544994391,-
T082435,<->,T188694,0.502696397896124,+
T082435,<->,T181879,0.517125262054649,+
T082435,<->,T082357,0.673606322246745,+
T082435,<->,T152840,0.677374957041058,+
T137896,<->,T145662,0.454284256349302,+
T137896,<->,T024243,0.509149306730868,+
T137896,<->,T003652,0.474480462471319,+
T137896,<->,T193798,0.296948689475844,+
T137896,<->,T066008,0.419078143561656,+
T137896,<->,T110726,0.314164721696857,+
T137896,<->,T182932,0.377446895988369,+
T180216,<->,T032687,0.736917674674209,+
T180216,<->,T031930,0.658676274031125,+
T180216,<->,T116058,0.385379087442967,+
T037855,<->,T041396,0.346095677842201,+
T037855,<->,T037872,0.324491693506016,+
T037855,<->,T037825,0.344670178900263,+
T037855,<->,T168758,0.237804760948772,+
T057940,<->,T062665,0.403794529291474,+
T057940,<->,T034489,0.248837660762133,+
T057940,<->,T019717,0.315521758472604,+
T057940,<->,T122205,0.291087783352944,+
T057940,<->,T006742,-0.208399076035387,-
T020788,<->,T020789,0.86315243313238,+
T020788,<->,T054684,0.713918139094676,+
T020788,<->,T107438,0.711916315271534,+
T020788,<->,T116194,0.705383569126372,+
T074914,<->,T094098,0.399763576974127,+
T074914,<->,T074910,0.412180567093432,+
T074914,<->,T183713,0.394862763010042,+
T086066,<->,T196704,0.392207422526297,+
T086066,<->,T045080,0.534572877197667,+
T086066,<->,T193798,0.358862069248793,+
T086066,<->,T066008,0.39637375537187,+
T086066,<->,T123698,0.389363319761753,+
T086066,<->,T001374,0.333303618200793,+
T064218,<->,T164754,0.31969723573622,+
T064218,<->,T064217,0.740181200325312,+
T064218,<->,T161513,-0.227831193105638,-
T074199,<->,T051182,0.331821513026807,+
T074199,<->,T030586,0.356764469783257,+
T074199,<->,T001802,0.288006490019676,+
T074199,<->,T050037,0.512499294636814,+
T050593,<->,T163150,0.801362493943619,+
T050593,<->,T050037,0.842903060855715,+
T175584,<->,T041333,0.590084400201092,+
T175584,<->,T085268,0.485273447980454,+
T175584,<->,T059040,0.524896537770217,+
T129409,<->,T080376,0.39017288878602,+
T061050,<->,T081548,0.36727033321788,+
T061050,<->,T133078,-0.305304110587743,-
T061050,<->,T121196,0.386101622880675,+
T061050,<->,T116194,0.465788570858025,+
T061050,<->,T076906,0.511314739365781,+
T061050,<->,T118901,-0.385515182449518,-
T020789,<->,T080376,0.521763902871599,+
T031931,<->,T002526,0.793901417346757,+
T031931,<->,T092203,0.600414117742379,+
T132572,<->,T054985,0.479028571473093,+
T132572,<->,T161051,0.389424274356594,+
T132572,<->,T063319,-0.353810049461585,-
T132572,<->,T169025,0.448977690192864,+
T132572,<->,T006742,0.387485431227866,+
T132572,<->,T093775,0.465190264396684,+
T132572,<->,T002555,-0.377508390977038,-
T049346,<->,T080376,0.411149474476103,+
T049346,<->,T105763,0.576961675072198,+
T049346,<->,T070178,0.605702788746379,+
T051703,<->,T046289,0.57062862753717,+
T051703,<->,T088173,0.396891294326581,+
T038313,<->,T117796,0.314831385440522,+
T038313,<->,T138318,0.483249534006626,+
T027239,<->,T126786,0.69447246997153,+
T027239,<->,T161514,0.486382612772403,+
T142648,<->,T122550,0.391824896290027,+
T142648,<->,T142651,0.462657692415824,+
T142648,<->,T193795,0.437577525698038,+
T142648,<->,T028181,0.362406762586959,+
T142648,<->,T194088,0.38638141091451,+
T142648,<->,T110726,0.407467177061576,+
T142648,<->,T182932,0.382931040379379,+
T142648,<->,T183226,0.270632578924278,+
T142648,<->,T192816,0.233418903328548,+
T116164,<->,T130775,0.347782063818831,+
T116164,<->,T017161,-0.39361230305296,-
T116164,<->,T023533,0.352679325665233,+
T116164,<->,T182256,-0.45017926459403,-
T116164,<->,T184623,0.467432195554885,+
T118965,<->,T076906,0.462531400501094,+
T118965,<->,T058857,-0.405012584093122,-
T200602,<->,T042184,0.266560133419596,+
T200602,<->,T050428,0.327651730965773,+
T002526,<->,T047618,0.83680101116151,+
T121957,<->,T012515,0.391405171678223,+
T121957,<->,T074911,0.42992913814727,+
T121957,<->,T141005,0.446510586075841,+
T121957,<->,T021272,0.398589401737945,+
T121957,<->,T119025,0.395646333955367,+
T121957,<->,T134641,0.376445181758309,+
T121957,<->,T150696,0.367028179661368,+
T015688,<->,T185072,0.827159313355254,+
T015688,<->,T138318,0.638552870186987,+
T048948,<->,T149496,0.540516553692653,+
T048948,<->,T021272,0.501653052060032,+
T048948,<->,T085268,0.654963070878058,+
T048948,<->,T019444,0.722432581898958,+
T048948,<->,T135555,0.574249444034948,+
T048948,<->,T022816,0.554913045160011,+
T048948,<->,T071261,0.573464463530874,+
T018491,<->,T160761,0.233723934154996,+
T018491,<->,T032903,0.350858694793882,+
T018491,<->,T022375,0.52203711894984,+
T041552,<->,T178112,0.377987917856045,+
T041552,<->,T040026,0.474833097553316,+
T041552,<->,T182667,0.418452605992689,+
T041552,<->,T078346,-0.50632797101942,-
T041552,<->,T120141,-0.406227197513401,-
T041552,<->,T015936,-0.462738480188759,-
T041552,<->,T129382,0.381165376913109,+
T095839,<->,T076053,-0.416712691328303,-
T095839,<->,T000106,-0.37178278902538,-
T095839,<->,T122205,0.406549238772792,+
T095839,<->,T176450,0.408643920871668,+
T063491,<->,T068971,0.24941365979844,+
T063491,<->,T119025,0.265767305187067,+
T063491,<->,T028181,0.280263076909901,+
T063491,<->,T022816,0.310965259793118,+
T063491,<->,T063495,0.245001558374897,+
T076052,<->,T076053,0.610193976676412,+
T076052,<->,T163566,0.424870697187517,+
T076052,<->,T092842,0.590413303453448,+
T076052,<->,T061928,0.584132905728312,+
T076052,<->,T125081,0.699722126980983,+
T125332,<->,T034485,0.401501723536408,+
T125332,<->,T149807,0.567853186803922,+
T125332,<->,T019717,0.404260602204928,+
T125332,<->,T074910,0.442607835779397,+
T125332,<->,T112148,0.370818232427946,+
T125332,<->,T187243,0.323942119830444,+
T125332,<->,T053330,0.476557581746562,+
T125332,<->,T002555,0.37219414934118,+
T054985,<->,T121196,0.383915257514871,+
T054985,<->,T198309,0.598539868790546,+
T054985,<->,T126067,0.360108136199091,+
T054985,<->,T093202,0.496975254821713,+
T106003,<->,T050892,0.764696813211961,+
T106003,<->,T174052,0.622014794330501,+
T106003,<->,T105763,0.671543108290882,+
T106003,<->,T182256,0.745409023772055,+
T145732,<->,T027301,0.429220864193843,+
T145732,<->,T160102,0.345465688385086,+
T094789,<->,T094071,0.825301997933049,+
T094789,<->,T104723,0.789768139292629,+
T050892,<->,T102663,0.758593034836509,+
T050892,<->,T152840,0.700563168768673,+
T050892,<->,T170118,0.626398206781155,+
T050892,<->,T182256,0.739653352640874,+
T173907,<->,T033068,-0.312141500274587,-
T028060,<->,T059393,0.765553327303502,+
T160760,<->,T160762,0.772495469943144,+
T160760,<->,T073588,0.33113979930446,+
T160760,<->,T008662,0.365661130519134,+
T160760,<->,T189532,0.226673751114834,+
T019299,<->,T062665,0.520412813161524,+
T019299,<->,T126228,0.5479289126321,+
T188694,<->,T131968,0.542209766420786,+
T188694,<->,T069423,0.523452933305303,+
T188694,<->,T190459,0.526420533088992,+
T188694,<->,T138182,-0.270287275113379,-
T188694,<->,T194897,0.374896675591802,+
T188694,<->,T163611,0.406262870897532,+
T053531,<->,T102663,0.7651921276434,+
T053531,<->,T163896,0.738514723151534,+
T105600,<->,T048516,0.777565875994206,+
T105600,<->,T063087,0.814745214650561,+
T169895,<->,T122550,0.444657064080216,+
T169895,<->,T104616,-0.315246997721252,-
T169895,<->,T169888,0.5522688060928,+
T169895,<->,T126229,0.39281343049937,+
T169895,<->,T058857,0.422224931847574,+
T169895,<->,T187589,0.241510268564679,+
T169895,<->,T063495,0.399664393019104,+
T052885,<->,T126228,0.608557005529717,+
T052885,<->,T091502,0.317999287651601,+
T052885,<->,T160526,0.462072040520163,+
T052885,<->,T174478,0.474207630871646,+
T196170,<->,T131789,0.229500806046148,+
T196170,<->,T040026,0.276929438660976,+
T196170,<->,T130775,0.24324417629981,+
T196170,<->,T001939,0.258372777582729,+
T196170,<->,T031631,0.123215032743321,+
T196170,<->,T030278,0.261553109025344,+
T074592,<->,T082924,0.179686154257714,+
T074592,<->,T166176,0.209943047033614,+
T074592,<->,T154656,0.152911915971024,+
T074592,<->,T041005,0.24215611244404,+
T074592,<->,T006742,0.227029077813369,+
T198533,<->,T195839,0.44766515586831,+
T198533,<->,T169251,0.670834839704366,+
T031815,<->,T041396,0.438773968483897,+
T031815,<->,T141376,0.474140702761502,+
T031815,<->,T091834,0.486709682893413,+
T094098,<->,T149496,0.629331455792118,+
T094098,<->,T128173,0.408435904329101,+
T094098,<->,T000456,0.555237441965912,+
T094098,<->,T178961,0.432303988060005,+
T094098,<->,T089398,0.402045283994154,+
T094098,<->,T014852,0.494193424920655,+
T094098,<->,T052341,0.506659540685586,+
T160762,<->,T041396,0.475547527457196,+
T160762,<->,T133490,0.464137460838806,+
T160762,<->,T054922,0.573185976955123,+
T063932,<->,T016692,0.810907245444523,+
T063932,<->,T078232,0.767703351017438,+
T051182,<->,T054684,0.401291008409159,+
T051182,<->,T020140,0.315229428050983,+
T051182,<->,T079479,0.327143684777843,+
T051182,<->,T051180,0.313352549266196,+
T051182,<->,T047958,0.356519076321697,+
T061672,<->,T051614,0.393824958565422,+
T061672,<->,T072526,-0.248635405253045,-
T061672,<->,T011263,-0.23956384955986,-
T061672,<->,T163648,0.473799357136939,+
T122550,<->,T145662,0.482649888707173,+
T122550,<->,T196704,0.403965722921123,+
T122550,<->,T100204,0.435422950025147,+
T122550,<->,T095366,0.545821372897284,+
T122550,<->,T148176,0.393117733585514,+
T122550,<->,T160102,0.31951840236717,+
T122550,<->,T052884,0.446430846511443,+
T122550,<->,T176452,0.474758947072144,+
T069157,<->,T076279,0.392462877186258,+
T069157,<->,T063319,0.356615156144352,+
T069157,<->,T117729,0.365943106136882,+
T069157,<->,T160102,0.431965949359872,+
T069157,<->,T056950,-0.122566985872361,-
T069157,<->,T011263,0.263385368390323,+
T069157,<->,T136043,0.365832196557309,+
T061260,<->,T133710,0.43735566319536,+
T142651,<->,T024243,0.420071588751019,+
T142651,<->,T128683,0.379363951295926,+
T142651,<->,T042268,0.257062363919642,+
T142651,<->,T056183,0.494084222688724,+
T142651,<->,T030278,0.420332173257668,+
T062665,<->,T193395,0.450221410632029,+
T062665,<->,T090880,0.347322914441231,+
T062665,<->,T072585,0.387945676710722,+
T062665,<->,T000456,0.38877621553472,+
T062665,<->,T169886,0.49412513223407,+
T062665,<->,T010793,-0.0816177155877206,-
T062665,<->,T009570,0.439363810723598,+
T062665,<->,T136043,0.477583427555272,+
T062665,<->,T018656,0.337128152823037,+
T082924,<->,T161051,0.406988956379344,+
T082924,<->,T193795,0.155263900076612,+
T082924,<->,T082404,0.504161863886623,+
T082924,<->,T199607,0.539347382234064,+
T082924,<->,T189558,0.479448029334851,+
T041333,<->,T072585,0.494334527798508,+
T041333,<->,T136648,0.501955912532391,+
T041333,<->,T020697,0.551466359458533,+
T041333,<->,T028181,0.431433298771945,+
T041333,<->,T158729,0.529918640807188,+
T041333,<->,T176450,0.604283389595146,+
T161051,<->,T165786,0.296181726290804,+
T161051,<->,T178821,0.295468394887251,+
T161051,<->,T085528,0.464891795522458,+
T161051,<->,T168758,0.192905857996262,+
T168614,<->,T198309,0.532402398677194,+
T168614,<->,T168717,0.459066044337218,+
T168614,<->,T102663,0.689650192132265,+
T168614,<->,T178821,0.307341745723095,+
T168614,<->,T076811,0.559437288640329,+
T168614,<->,T168758,0.266168321694551,+
T137111,<->,T182667,0.457064809545686,+
T137111,<->,T058857,0.496344611235916,+
T137111,<->,T118901,0.494212993221007,+
T137111,<->,T111019,0.470428681294413,+
T178112,<->,T173650,0.289721620734524,+
T178112,<->,T007602,0.411330023630174,+
T178112,<->,T128815,0.322244194124794,+
T178112,<->,T003652,0.467376645199073,+
T178112,<->,T142639,0.33580463520344,+
T178112,<->,T183713,0.429168433030719,+
T030586,<->,T093772,0.387938189692263,+
T030586,<->,T079479,0.39741315881094,+
T030586,<->,T189297,0.233080857549234,+
T030586,<->,T047958,0.350982633499079,+
T030586,<->,T083587,0.450073144911654,+
T023192,<->,T135324,0.49305159555247,+
T023192,<->,T105722,0.492738179834133,+
T087901,<->,T016750,0.719444690873871,+
T081548,<->,T035747,0.30760670623104,+
T081548,<->,T198487,0.324414582229359,+
T081548,<->,T182667,-0.306436848872164,-
T081548,<->,T066846,0.27809347954395,+
T081548,<->,T091834,0.278546263744748,+
T081548,<->,T195839,0.268523752499028,+
T081548,<->,T189297,0.307805245287158,+
T081548,<->,T189532,0.244177723497765,+
T145727,<->,T013678,0.284800917884046,+
T145727,<->,T038675,0.4244832807222,+
T102571,<->,T076053,0.551556224741704,+
T102571,<->,T099539,0.765042299511107,+
T061051,<->,T032687,0.648933969112621,+
T061051,<->,T080376,0.448163860552582,+
T092203,<->,T095081,0.589870713892996,+
T092203,<->,T116194,0.566910036137803,+
T092203,<->,T005308,0.610865571213063,+
T193795,<->,T095084,0.436622991658388,+
T193795,<->,T193801,0.341984205989785,+
T193795,<->,T072526,0.202582065515692,+
T193795,<->,T183226,0.273914268935217,+
T173650,<->,T127019,0.29643455277957,+
T141006,<->,T141005,0.515212824552481,+
T121351,<->,T142169,0.539776513171793,+
T121351,<->,T151563,0.614131359834989,+
T099720,<->,T031930,0.355787240461835,+
T099720,<->,T196704,-0.254098730388217,-
T099720,<->,T036271,0.317391748249031,+
T099720,<->,T105642,0.316736265419114,+
T099720,<->,T123719,0.304383157824911,+
T099720,<->,T037825,0.455038756971452,+
T099720,<->,T001812,0.0865972490879531,+
T099720,<->,T001374,-0.240919564270765,-
T145662,<->,T095366,0.554009913539129,+
T145662,<->,T184367,0.400580073491474,+
T145662,<->,T196708,-0.436082930221156,-
T145662,<->,T058951,0.460893058686631,+
T145662,<->,T004396,0.533313355959593,+
T145662,<->,T024387,0.298945026868939,+
T034489,<->,T034486,0.543926348242756,+
T034489,<->,T089343,0.215444572018039,+
T034489,<->,T034488,0.433492357318269,+
T034489,<->,T054291,0.159680541816194,+
T034489,<->,T192816,0.194802207679107,+
T012515,<->,T068321,0.35275856520863,+
T012515,<->,T104616,-0.285956731290622,-
T012515,<->,T138182,0.279084019036775,+
T012515,<->,T185247,0.255771011399808,+
T012515,<->,T047006,0.332226634734238,+
T012515,<->,T053695,0.149736820498908,+
T047770,<->,T100204,0.464402412352756,+
T047770,<->,T128683,0.462715534397023,+
T047770,<->,T012561,0.399287729841175,+
T047770,<->,T098701,0.408956148372701,+
T047770,<->,T140760,0.334850665466374,+
T047770,<->,T063495,0.39050309899549,+
T054684,<->,T070619,0.773123158227178,+
T054684,<->,T076053,0.544290188997004,+
T054684,<->,T010532,0.647456525526345,+
T054684,<->,T027141,0.7297662743669,+
T054684,<->,T070178,0.814426457693026,+
T041396,<->,T133490,0.447490226441489,+
T160860,<->,T160859,0.803840031692422,+
T160860,<->,T126388,0.817615610827086,+
T160860,<->,T162757,0.788528893187728,+
T160860,<->,T159350,0.335158621276565,+
T160860,<->,T116890,0.704022987860802,+
T099272,<->,T063079,0.654135670561464,+
T099272,<->,T078232,0.698778391719248,+
T099272,<->,T066846,0.407609710140916,+
T099272,<->,T196708,0.503099350470532,+
T099272,<->,T099271,0.643496035757475,+
T099272,<->,T078346,0.726577114775587,+
T099272,<->,T070178,0.725572032208827,+
T099272,<->,T076811,0.632332112537524,+
T099272,<->,T083778,0.430987353675219,+
T099272,<->,T125081,0.685297614215502,+
T032687,<->,T139374,0.685774437418635,+
T032687,<->,T047618,0.780940177322078,+
T032687,<->,T000394,0.631395293273503,+
T032687,<->,T116890,0.703885574109356,+
T032687,<->,T142401,0.769763980328007,+
T034485,<->,T074911,0.410191489297939,+
T034485,<->,T148176,0.352887485752557,+
T034485,<->,T034486,0.66396928192212,+
T034485,<->,T160102,0.363009162763531,+
T034485,<->,T150963,0.262341773259817,+
T034485,<->,T046289,0.427838578508654,+
T034485,<->,T138182,0.259988624767219,+
T037624,<->,T094115,0.129197474522531,+
T037624,<->,T041006,0.58436215426341,+
T037624,<->,T091502,0.117072825814842,+
T037624,<->,T116058,0.426333808737586,+
T037624,<->,T059214,0.584694152466873,+
T059179,<->,T150696,0.480838811733165,+
T059179,<->,T062713,0.430749917783824,+
T059179,<->,T059180,0.920864895103467,+
T069636,<->,T105254,0.324519979271136,+
T069636,<->,T105722,0.496551834981855,+
T069636,<->,T069423,0.587350462176293,+
T069636,<->,T194375,0.424587178407325,+
T069636,<->,T074528,0.306838536490247,+
T069636,<->,T093775,0.581168197321228,+
T105248,<->,T081067,0.490614777354379,+
T105248,<->,T045502,0.429113697513198,+
T105248,<->,T194375,0.453447872545647,+
T105248,<->,T165004,0.509675144206584,+
T031930,<->,T160859,0.622008583784082,+
T031930,<->,T073588,0.472873250588259,+
T031930,<->,T142401,0.715850801432926,+
