Hs-MFSD2A,2000,1000,T094283-MFSD2A,"p1@MFSD2A"
rank,TID,Fabs,Frel,coords,transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
2051,T101505,9,0.0045,"chr20:44746939..44746962,+",p1@CD40,e:958,h:11919,,CD40,"CD40 molecule","gene with protein product"
2052,T194292,9,0.0045,"chr9:84303748..84303781,-",p5@TLE1,e:7088,h:11837,"u:A6NFH2,u:Q5T7A9,u:Q04724,u:Q59EF7",TLE1,"transducin like enhancer of split 1","gene with protein product"
2053,T089985,9,0.0045,"chr1:221052994..221053008,+",p6@HLX,e:3142,h:4978,u:Q14774,HLX,"H2.0 like homeobox","gene with protein product"
2054,T198014,9,0.0045,"chrX:149531524..149531572,+",p1@MAMLD1,e:10046,h:2568,u:Q13495,MAMLD1,"mastermind like domain containing 1","gene with protein product"
2055,T100392,9,0.0045,"chr20:35580214..35580223,-",p7@SAMHD1,e:25939,h:15925,"u:Q9Y3Z3,u:Q59H15",SAMHD1,"SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1","gene with protein product"
2056,T100100,9,0.0045,"chr20:3388238..3388323,-",p1@C20orf194,e:25943,h:17721,"u:Q5TEA3,u:Q0IIP3",C20orf194,"chromosome 20 open reading frame 194","gene with protein product"
2057,T156992,9,0.0045,"chr5:96271141..96271152,+",p17@LNPEP,e:4012,h:6656,u:Q9UIQ6,LNPEP,"leucyl and cystinyl aminopeptidase","gene with protein product"
2058,T173890,9,0.0045,"chr7:22766811..22766825,+",p1@IL6,e:3569,h:6018,u:B4DNQ5,IL6,"interleukin 6","gene with protein product"
2059,T040039,9,0.0045,"chr14:70078444..70078453,+",p4@KIAA0247,e:9766,h:19956,,SUSD6,"sushi domain containing 6","gene with protein product"
2060,T150549,9,0.0045,"chr5:149466178..149466206,-",p2@CSF1R,e:1436,h:2433,u:P07333,CSF1R,"colony stimulating factor 1 receptor","gene with protein product"
2061,T104186,9,0.0045,"chr21:26946349..26946365,+",p1@MIR155,e:406947,h:31542,,MIR155,"microRNA 155","RNA, micro"
2062,T064128,9,0.0045,"chr17:76732928..76732991,-",p2@CYTH1,e:9267,h:9501,u:C9JG04,CYTH1,"cytohesin 1","gene with protein product"
2063,T131435,9,0.0045,"chr3:16844143..16844150,+",p16@PLCL2,e:23228,h:9064,,PLCL2,"phospholipase C like 2","gene with protein product"
2064,T021710,9,0.0045,"chr12:118796915..118796943,-",p2@TAOK3,e:51347,h:18133,u:F5H0M3,TAOK3,"TAO kinase 3","gene with protein product"
2065,T121335,9,0.0045,"chr2:24714729..24714761,+",p1@NCOA1,e:8648,h:7668,,NCOA1,"nuclear receptor coactivator 1","gene with protein product"
2066,T020112,9,0.0045,"chr12:102271229..102271245,+",p9@DRAM1,e:55332,h:25645,u:Q8N682,DRAM1,"DNA damage regulated autophagy modulator 1","gene with protein product"
2067,T154024,9,0.0045,"chr5:39462422..39462430,-",p34@DAB2,e:1601,h:2662,u:D6RIA5,DAB2,"DAB2, clathrin adaptor protein","gene with protein product"
2068,T181775,9,0.0045,"chr8:135708787..135708805,-",p2@ZFAT,e:57623,h:19899,"u:F8W7J4,u:F8W7M8,u:E5RJT2,u:E9PBN4,u:Q4KMQ4,u:Q9P243,u:B7Z6H1,u:Q6PJQ2",ZFAT,"zinc finger and AT-hook domain containing","gene with protein product"
2069,T012671,9,0.0045,"chr11:19545717..19545722,-",p2@NAV2-AS4,e:399876,h:40741,,NAV2-AS4,"NAV2 antisense RNA 4","RNA, long non-coding"
2070,T037840,9,0.0045,"chr14:35515598..35515637,+",p3@FAM177A1,e:283635,h:19829,u:Q8N128,FAM177A1,"family with sequence similarity 177 member A1","gene with protein product"
2071,T078952,9,0.0045,"chr19:663147..663158,-",p3@RNF126,e:55658,h:21151,u:Q9BV68,RNF126,"ring finger protein 126","gene with protein product"
2072,T199228,9,0.0045,"chrX:30907363..30907381,-",p1@TAB3,e:257397,h:30681,u:Q8N5C8,TAB3,"TGF-beta activated kinase 1 and MAP3K7 binding protein 3","gene with protein product"
2073,T074167,9,0.0045,"chr19:40093173..40093182,+",p2@LGALS13,e:29124,h:15449,"u:C5HZ15,u:Q9UHV8",LGALS13,"galectin 13","gene with protein product"
2074,T059418,9,0.0045,"chr17:43138664..43138701,+",p1@NMT1,e:4836,h:7857,"u:P30419,u:B7Z8J4",NMT1,"N-myristoyltransferase 1","gene with protein product"
2075,T155099,9,0.0045,"chr5:65017887..65017901,-",p2@SGTB,e:54557,h:23567,u:Q96EQ0,SGTB,"small glutamine rich tetratricopeptide repeat containing beta","gene with protein product"
2076,T064985,9,0.0045,"chr17:79885576..79885624,-",p1@MAFG,e:4097,h:6781,u:O15525,MAFG,"MAF bZIP transcription factor G","gene with protein product"
2077,T008387,9,0.0045,"chr10:96829178..96829189,-",p2@CYP2C8,e:1558,h:2622,u:F5H6I2,CYP2C8,"cytochrome P450 family 2 subfamily C member 8","gene with protein product"
2078,T122893,9,0.0045,"chr2:43019675..43019690,-",p2@HAAO,e:23498,h:4796,,HAAO,"3-hydroxyanthranilate 3,4-dioxygenase","gene with protein product"
2079,T110164,9,0.0045,"chr22:50970148..50970169,-",p5@ODF3B,e:440836,h:34388,,ODF3B,"outer dense fiber of sperm tails 3B","gene with protein product"
2080,T013018,9,0.0045,"chr11:22214900..22214917,+",p8@ANO5,e:203859,h:27337,u:Q75V66,ANO5,"anoctamin 5","gene with protein product"
2081,T148449,9,0.0045,"chr5:130599701..130599716,+",p2@CDC42SE2,e:56990,h:18547,u:Q9NRR3,CDC42SE2,"CDC42 small effector 2","gene with protein product"
2082,T086952,9,0.0045,"chr1:186649543..186649563,-",p1@PTGS2,e:5743,h:9605,u:P35354,PTGS2,"prostaglandin-endoperoxide synthase 2","gene with protein product"
2083,T001325,9,0.0045,"chr10:116164922..116164943,-",p8@AFAP1L2,e:84632,h:25901,"u:F6QUH3,u:Q8N4X5",AFAP1L2,"actin filament associated protein 1 like 2","gene with protein product"
2084,T049156,9,0.0045,"chr16:15831378..15831420,-",p7@MYH11,e:4629,h:7569,u:P35749,MYH11,"myosin heavy chain 11","gene with protein product"
2085,T165450,9,0.0045,"chr6:3751937..3751954,-",p1@PXDC1,e:221749,h:21361,,PXDC1,"PX domain containing 1","gene with protein product"
2086,T075030,9,0.0045,"chr19:43772273..43772297,-",p2@PSG9,e:5678,h:9526,u:Q00887,PSG9,"pregnancy specific beta-1-glycoprotein 9","gene with protein product"
2087,T108243,9,0.0045,"chr22:36220432..36220447,-",p41@RBFOX2,e:23543,h:9906,,RBFOX2,"RNA binding protein, fox-1 homolog 2","gene with protein product"
2088,T066163,9,0.0045,"chr18:21166649..21166681,-",p4@NPC1,e:4864,h:7897,u:O15118,NPC1,"NPC intracellular cholesterol transporter 1","gene with protein product"
2089,T199367,9,0.0045,"chrX:3631533..3631552,-",p2@PRKX,e:5613,h:9441,u:P51817,PRKX,"protein kinase, X-linked","gene with protein product"
2090,T040277,9,0.0045,"chr14:73704201..73704277,+",p1@PAPLN,e:89932,h:19262,"u:C9JMX3,u:O95428,u:B3KXI1",PAPLN,"papilin, proteoglycan like sulfated glycoprotein","gene with protein product"
2091,T087313,9,0.0045,"chr1:196857167..196857188,+",p1@CFHR4,e:10877,h:16979,"u:Q92496,u:C9J7J7,u:B1ALQ8,u:A8K9N7,u:Q5DVJ7",CFHR4,"complement factor H related 4","gene with protein product"
2092,T075137,9,0.0045,"chr19:44174288..44174299,-",p3@PLAUR,e:5329,h:9053,u:Q03405,PLAUR,"plasminogen activator, urokinase receptor","gene with protein product"
2093,T122172,9,0.0045,"chr2:31805954..31805962,-",p4@SRD5A2,,h:11285,u:P31213,SRD5A2,"steroid 5 alpha-reductase 2","gene with protein product"
2094,T050547,9,0.0045,"chr16:2933198..2933207,+",p6@FLYWCH2,e:114984,h:25178,u:Q96CP2,FLYWCH2,"FLYWCH family member 2","gene with protein product"
2095,T038443,9,0.0045,"chr14:50864006..50864025,-",p3@CDKL1,e:8814,h:1781,u:Q00532,CDKL1,"cyclin dependent kinase like 1","gene with protein product"
2096,T096917,8,0.0040,"chr1:79115553..79115564,+",p2@IFI44,e:10561,h:16938,,IFI44,"interferon induced protein 44","gene with protein product"
2097,T162827,8,0.0040,"chr6:25218719..25218771,-",p6@CMAHP,,h:2098,,CMAHP,"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene",pseudogene
2098,T031853,7,0.0035,"chr13:20767067..20767083,-",p1@GJB2,e:2706,h:4284,u:P29033,GJB2,"gap junction protein beta 2","gene with protein product"
2099,T047148,7,0.0035,"chr15:81616471..81616489,-",p1@STARD5,e:80765,h:18065,,STARD5,"StAR related lipid transfer domain containing 5","gene with protein product"
2100,T144401,7,0.0035,"chr4:56212381..56212454,+",p1@SRD5A3,e:79644,h:25812,u:Q9H8P0,SRD5A3,"steroid 5 alpha-reductase 3","gene with protein product"
2101,T094157,7,0.0035,"chr1:39325431..39325447,-",p2@RRAGC,e:64121,h:19902,u:Q9HB90,RRAGC,"Ras related GTP binding C","gene with protein product"
2102,T013879,7,0.0035,"chr11:35198243..35198260,+",p18@CD44,e:960,h:1681,,CD44,"CD44 molecule (Indian blood group)","gene with protein product"
2103,T068461,7,0.0035,"chr18:6414849..6414876,-",p2@L3MBTL4,e:91133,h:26677,"u:Q8NA19,u:F8W9S8",L3MBTL4,"l(3)mbt-like 4 (Drosophila)","gene with protein product"
2104,T178086,7,0.0035,"chr7:91763691..91763706,-",p5@CYP51A1,e:1595,h:2649,u:Q16850,CYP51A1,"cytochrome P450 family 51 subfamily A member 1","gene with protein product"
2105,T158496,7,0.0035,"chr6:122931366..122931383,+",p5@PKIB,e:5570,h:9018,u:Q9C010,PKIB,"cAMP-dependent protein kinase inhibitor beta","gene with protein product"
2106,T037408,7,0.0035,"chr14:24768885..24768907,-",p2@DHRS1,e:115817,h:16445,,DHRS1,"dehydrogenase/reductase 1","gene with protein product"
2107,T087197,7,0.0035,"chr1:193091080..193091222,+",p1@CDC73,e:79577,h:16783,u:Q6P1J9,CDC73,"cell division cycle 73","gene with protein product"
2108,T040081,7,0.0035,"chr14:70263920..70263934,-",p3@SLC10A1,e:6554,h:10905,"u:Q14973,u:B2RA41",SLC10A1,"solute carrier family 10 member 1","gene with protein product"
2109,T179612,7,0.0035,"chr8:107630313..107630329,+",p10@OXR1,e:55074,h:15822,u:Q8N573,OXR1,"oxidation resistance 1","gene with protein product"
2110,T133657,7,0.0035,"chr3:197686797..197686832,-",p4@IQCG,e:84223,h:25251,u:Q9H095,IQCG,"IQ motif containing G","gene with protein product"
2111,T199842,6,0.0030,"chrX:46771848..46771910,+",p1@PHF16,e:9767,h:22982,u:Q92613,JADE3,"jade family PHD finger 3","gene with protein product"
2112,T128684,6,0.0030,"chr3:127542266..127542272,-",p6@MGLL,e:11343,h:17038,u:Q99685,MGLL,"monoglyceride lipase","gene with protein product"
2113,T049136,6,0.0030,"chr16:15818233..15818245,-",p27@MYH11,e:4629,h:7569,u:Q68D89,MYH11,"myosin heavy chain 11","gene with protein product"
2114,T107540,6,0.0030,"chr22:29949680..29949758,-",p1@THOC5,e:8563,h:19074,"u:Q13769,u:F8WES8",THOC5,"THO complex 5","gene with protein product"
2115,T084772,6,0.0030,"chr1:161207986..161207998,-",p2@NR1I3,e:9970,h:7969,u:E9PCF2,NR1I3,"nuclear receptor subfamily 1 group I member 3","gene with protein product"
2116,T005961,6,0.0030,"chr10:65281125..65281183,+",p1@REEP3,e:221035,h:23711,,REEP3,"receptor accessory protein 3","gene with protein product"
2117,T095502,6,0.0030,"chr1:55007925..55007966,+",p2@ACOT11,e:26027,h:18156,,ACOT11,"acyl-CoA thioesterase 11","gene with protein product"
2118,T098744,6,0.0030,"chr20:18488177..18488255,+",p2@SEC23B,e:10483,h:10702,"u:Q15437,u:B4DJW8",SEC23B,"Sec23 homolog B, coat complex II component","gene with protein product"
2119,T016503,6,0.0030,"chr11:64323428..64323437,+",p3@SLC22A11,e:55867,h:18120,u:A6NCG2,SLC22A11,"solute carrier family 22 member 11","gene with protein product"
2120,T140141,6,0.0030,"chr4:142558078..142558101,+",p3@IL15,e:3600,h:5977,,IL15,"interleukin 15","gene with protein product"
2121,T143239,6,0.0030,"chr4:26862314..26862334,+",p4@STIM2,e:57620,h:19205,"u:F5GXJ4,u:E9PGD0,u:Q9P246,u:A6H8L7,u:B3KUB5",STIM2,"stromal interaction molecule 2","gene with protein product"
2122,T185318,6,0.0030,"chr8:56686048..56686071,+",p2@TGS1,e:96764,h:17843,u:E5RJW7,TGS1,"trimethylguanosine synthase 1","gene with protein product"
2123,T075939,6,0.0030,"chr19:47128314..47128365,-",p1@PTGIR,e:5739,h:9602,u:P43119,PTGIR,"prostaglandin I2 (prostacyclin) receptor (IP)","gene with protein product"
2124,T096548,6,0.0030,"chr1:70671347..70671358,+",p6@SRSF11,e:9295,h:10782,"u:Q8IWE6,u:Q05519",SRSF11,"serine and arginine rich splicing factor 11","gene with protein product"
2125,T049170,6,0.0030,"chr16:15834034..15834043,-",p34@MYH11,e:4629,h:7569,,MYH11,"myosin heavy chain 11","gene with protein product"
2126,T027250,6,0.0030,"chr12:57351289..57351300,-",p2@RDH16,e:8608,h:29674,u:O75452,RDH16,"retinol dehydrogenase 16 (all-trans)","gene with protein product"
2127,T161104,6,0.0030,"chr6:157802507..157802575,+",p2@ZDHHC14,e:79683,h:20341,u:Q8IZN3,ZDHHC14,"zinc finger DHHC-type containing 14","gene with protein product"
2128,T149438,6,0.0030,"chr5:138941179..138941191,+",p5@UBE2D2,e:7322,h:12475,,UBE2D2,"ubiquitin conjugating enzyme E2 D2","gene with protein product"
2129,T153733,6,0.0030,"chr5:35230613..35230638,-",p2@PRLR,e:5618,h:9446,u:D6RAN9,PRLR,"prolactin receptor","gene with protein product"
2130,T032243,6,0.0030,"chr13:28195210..28195220,-",p7@LNX2,e:222484,h:20421,,LNX2,"ligand of numb-protein X 2","gene with protein product"
2131,T001863,6,0.0030,"chr10:123687497..123687562,-",p1@ATE1,e:11101,h:782,"u:O95260,u:B4E107",ATE1,"arginyltransferase 1","gene with protein product"
2132,T005456,6,0.0030,"chr10:6019552..6019585,-",p3@IL15RA,e:3601,h:5978,"u:Q13261,u:E7ETI1",IL15RA,"interleukin 15 receptor subunit alpha","gene with protein product"
2133,T172352,6,0.0030,"chr7:148581360..148581425,-",p1@EZH2,e:2146,h:3527,"u:E9PDH6,u:Q15910,u:G3XAL2,u:B7Z8L6,u:Q75MQ0",EZH2,"enhancer of zeste 2 polycomb repressive complex 2 subunit","gene with protein product"
2134,T161546,6,0.0030,"chr6:160543369..160543379,+",p3@SLC22A1,e:6580,h:10963,,SLC22A1,"solute carrier family 22 member 1","gene with protein product"
2135,T134813,6,0.0030,"chr3:42916795..42916809,-",p6@CYP8B1,e:1582,h:2653,u:Q9UNU6,CYP8B1,"cytochrome P450 family 8 subfamily B member 1","gene with protein product"
2136,T197021,6,0.0030,"chrX:12885183..12885200,+",p1@TLR7,e:51284,h:15631,"u:Q9NYK1,u:B2R9N9",TLR7,"toll like receptor 7","gene with protein product"
2137,T071034,6,0.0030,"chr19:16296214..16296250,+",p1@FAM32A,e:26017,h:24563,u:Q9Y421,FAM32A,"family with sequence similarity 32 member A","gene with protein product"
2138,T144231,6,0.0030,"chr4:48988301..48988312,+",p2@CWH43,e:80157,h:26133,u:D6RDZ8,CWH43,"cell wall biogenesis 43 C-terminal homolog","gene with protein product"
2139,T052942,6,0.0030,"chr16:66968343..66968402,+",p1@CES2,e:8824,h:1864,u:O00748,CES2,"carboxylesterase 2","gene with protein product"
2140,T028916,6,0.0030,"chr12:72056749..72056767,+",p6@THAP2,e:83591,h:20854,u:Q9H0W7,THAP2,"THAP domain containing 2","gene with protein product"
2141,T040204,6,0.0030,"chr14:72169012..72169030,+",p20@SIPA1L1,e:26037,h:20284,,SIPA1L1,"signal induced proliferation associated 1 like 1","gene with protein product"
2142,T112170,6,0.0030,"chr2:131113593..131113604,+",p6@PTPN18,e:26469,h:9649,"u:Q99952,u:B4E1E6",PTPN18,"protein tyrosine phosphatase, non-receptor type 18","gene with protein product"
2143,T152659,6,0.0030,"chr5:176326333..176326354,-",p1@HK3,e:3101,h:4925,u:P52790,HK3,"hexokinase 3","gene with protein product"
2144,T001271,6,0.0030,"chr10:115439630..115439660,+",p2@CASP7,e:840,h:1508,"u:P55210,u:A6NF73,u:B4DUB5",CASP7,"caspase 7","gene with protein product"
2145,T111420,6,0.0030,"chr2:114647617..114647739,+",p1@ACTR3,e:10096,h:170,"u:F8WEW2,u:F8WDR7,u:F8WE84,u:F5H3P5,u:B4DTI0",ACTR3,"ARP3 actin related protein 3 homolog","gene with protein product"
2146,T192000,6,0.0030,"chr9:17135016..17135063,+",p1@CNTLN,e:54875,h:23432,"u:Q9NXG0,u:C9J1F9,u:B1AMC8",CNTLN,centlein,"gene with protein product"
2147,T095637,6,0.0030,"chr1:57320524..57320540,+",p3@C8A,e:731,h:1352,u:P07357,C8A,"complement C8 alpha chain","gene with protein product"
2148,T123741,6,0.0030,"chr2:55646957..55647027,-",p1@CCDC88A,e:55704,h:25523,,CCDC88A,"coiled-coil domain containing 88A","gene with protein product"
2149,T033207,6,0.0030,"chr13:45010383..45010399,-",p57@TSC22D1,e:8848,h:16826,,TSC22D1,"TSC22 domain family member 1","gene with protein product"
2150,T080852,6,0.0030,"chr1:115053716..115053728,-",p3@TRIM33,e:51592,h:16290,"u:Q9UPN9,u:B3KN30",TRIM33,"tripartite motif containing 33","gene with protein product"
2151,T189240,6,0.0030,"chr9:124262141..124262167,-",p4@GGTA1P,,h:4253,,GGTA1P,"glycoprotein, alpha-galactosyltransferase 1 pseudogene",pseudogene
2152,T184570,6,0.0030,"chr8:38644715..38644732,+",p2@TACC1,e:6867,h:11522,u:O75410,TACC1,"transforming acidic coiled-coil containing protein 1","gene with protein product"
2153,T016470,6,0.0030,"chr11:6411610..6411623,+",p8@SMPD1,e:6609,h:11120,"u:P17405,u:Q59EN6,u:E9PKS3",SMPD1,"sphingomyelin phosphodiesterase 1","gene with protein product"
2154,T146483,6,0.0030,"chr4:86396521..86396541,+",p6@ARHGAP24,e:83478,h:25361,,ARHGAP24,"Rho GTPase activating protein 24","gene with protein product"
2155,T115978,6,0.0030,"chr2:180129847..180129858,-",p8@SESTD1,e:91404,h:18379,u:Q86VW0,SESTD1,"SEC14 and spectrin domain containing 1","gene with protein product"
2156,T003751,6,0.0030,"chr10:26986102..26986129,+",p4@PDSS1,e:23590,h:17759,u:Q5T2R2,PDSS1,"decaprenyl diphosphate synthase subunit 1","gene with protein product"
2157,T085853,6,0.0030,"chr1:174128704..174128727,+",p8@RABGAP1L,e:9910,h:24663,,RABGAP1L,"RAB GTPase activating protein 1 like","gene with protein product"
2158,T126575,6,0.0030,"chr2:98612350..98612363,-",p5@TMEM131,e:23505,h:30366,u:Q92545,TMEM131,"transmembrane protein 131","gene with protein product"
2159,T007441,6,0.0030,"chr10:81932800..81932811,-",p30@ANXA11,e:311,h:535,u:Q5T0G7,ANXA11,"annexin A11","gene with protein product"
2160,T124927,6,0.0030,"chr2:71295416..71295450,+",p2@NAGK,e:55577,h:17174,"u:C9JMR7,u:Q9UJ70,u:E9PPU6",NAGK,"N-acetylglucosamine kinase","gene with protein product"
2161,T156058,6,0.0030,"chr5:78908444..78908451,+",p6@PAPD4,e:167153,h:26776,,PAPD4,"poly(A) RNA polymerase D4, non-canonical","gene with protein product"
2162,T039736,6,0.0030,"chr14:67708249..67708258,+",p11@MPP5,e:64398,h:18669,,MPP5,"membrane palmitoylated protein 5","gene with protein product"
2163,T047290,6,0.0030,"chr15:85144229..85144273,+",p1@ZSCAN2,e:54993,h:20994,"u:F8W6Y9,u:F5H1K4,u:Q7Z7L9,u:F5H2D8,u:F5H789",ZSCAN2,"zinc finger and SCAN domain containing 2","gene with protein product"
2164,T100098,6,0.0030,"chr20:33880219..33880234,-",p1@FAM83C,e:128876,h:16121,u:Q9BQN1,FAM83C,"family with sequence similarity 83 member C","gene with protein product"
2165,T018240,6,0.0030,"chr11:72853394..72853414,-",p5@FCHSD2,e:9873,h:29114,u:O94868,FCHSD2,"FCH and double SH3 domains 2","gene with protein product"
2166,T095636,6,0.0030,"chr1:57320495..57320514,+",p2@C8A,e:731,h:1352,u:P07357,C8A,"complement C8 alpha chain","gene with protein product"
2167,T015242,6,0.0030,"chr11:58706920..58706923,+",p10@GLYATL1,e:92292,h:30519,u:E9PK55,GLYATL1,"glycine-N-acyltransferase like 1","gene with protein product"
2168,T031218,6,0.0030,"chr13:108922345..108922413,+",p1@TNFSF13B,e:10673,h:11929,,TNFSF13B,"tumor necrosis factor superfamily member 13b","gene with protein product"
2169,T044377,6,0.0030,"chr15:51652418..51652421,+",p9@GLDN,e:342035,h:29514,,GLDN,gliomedin,"gene with protein product"
2170,T085548,6,0.0030,"chr1:1711945..1711970,-",p6@NADK,e:65220,h:29831,,NADK,"NAD kinase","gene with protein product"
2171,T108013,6,0.0030,"chr22:32925236..32925258,-",p8@SYN3,e:8224,h:11496,,SYN3,"synapsin III","gene with protein product"
2172,T185531,6,0.0030,"chr8:59571877..59571900,-",p11@NSMAF,e:8439,h:8017,,NSMAF,"neutral sphingomyelinase activation associated factor","gene with protein product"
2173,T075025,6,0.0030,"chr19:43709772..43709796,-",p1@PSG4,e:5672,h:9521,"u:C9JWP2,u:B3KQL2,u:Q00888,u:Q6P520",PSG4,"pregnancy specific beta-1-glycoprotein 4","gene with protein product"
2174,T088827,6,0.0030,"chr1:207286360..207286386,+",p6@C4BPA,e:722,h:1325,u:P04003,C4BPA,"complement component 4 binding protein alpha","gene with protein product"
2175,T009873,6,0.0030,"chr11:113258495..113258506,+",p1@ANKK1,e:255239,h:21027,u:Q8NFD2,ANKK1,"ankyrin repeat and kinase domain containing 1","gene with protein product"
2176,T112437,6,0.0030,"chr2:135596180..135596193,+",p1@ACMSD,e:130013,h:19288,u:Q8TDX5,ACMSD,"aminocarboxymuconate semialdehyde decarboxylase","gene with protein product"
2177,T053994,6,0.0030,"chr16:75498553..75498621,-",p1@TMEM170A,e:124491,h:29577,u:Q8WVE7,TMEM170A,"transmembrane protein 170A","gene with protein product"
2178,T066919,6,0.0030,"chr18:34272641..34272652,+",p7@FHOD3,e:80206,h:26178,,FHOD3,"formin homology 2 domain containing 3","gene with protein product"
2179,T195001,6,0.0030,"chr9:95896810..95896828,-",p4@NINJ1,e:4814,h:7824,u:Q92982,NINJ1,"ninjurin 1","gene with protein product"
2180,T084912,6,0.0030,"chr1:162467600..162467655,+",p1@UHMK1,e:127933,h:19683,u:Q8TAS1,UHMK1,"U2AF homology motif kinase 1","gene with protein product"
2181,T197516,6,0.0030,"chrX:135849963..135849985,-",p8@ARHGEF6,e:9459,h:685,,ARHGEF6,"Rac/Cdc42 guanine nucleotide exchange factor 6","gene with protein product"
2182,T192820,6,0.0030,"chr9:34662651..34662656,-",p1@CCL27,e:10850,h:10626,"u:Q9Y4X3,u:Q5VZ77",CCL27,"C-C motif chemokine ligand 27","gene with protein product"
2183,T013675,6,0.0030,"chr11:33744487..33744508,-",p7@CD59,e:966,h:1689,"u:P13987,u:Q6FHM9",CD59,"CD59 molecule","gene with protein product"
2184,T115114,6,0.0030,"chr2:177016336..177016350,+",p1@HOXD4,e:3233,h:5138,u:P09016,HOXD4,"homeobox D4","gene with protein product"
2185,T040709,6,0.0030,"chr14:77278890..77278906,-",p9@ANGEL1,e:23357,h:19961,,ANGEL1,"angel homolog 1","gene with protein product"
2186,T019444,6,0.0030,"chr11:8985927..8986008,-",p1@TMEM9B,e:56674,h:1168,"u:Q9NQ34,u:E9PR12,u:Q543A1,u:Q7Z649",TMEM9B,"TMEM9 domain family member B","gene with protein product"
2187,T002310,6,0.0030,"chr10:128077058..128077071,-",p2@ADAM12,e:8038,h:190,"u:O43184,u:Q5JRP2",ADAM12,"ADAM metallopeptidase domain 12","gene with protein product"
2188,T010737,6,0.0030,"chr11:120207249..120207274,+",p4@ARHGEF12,e:23365,h:14193,"u:B4E2K6,u:Q9NZN5",ARHGEF12,"Rho guanine nucleotide exchange factor 12","gene with protein product"
2189,T041582,6,0.0030,"chr14:93581549..93581556,-",p10@ITPK1,e:3705,h:6177,u:G3V5A3,ITPK1,"inositol-tetrakisphosphate 1-kinase","gene with protein product"
2190,T187827,6,0.0030,"chr9:101913582..101913637,+",p4@TGFBR1,e:7046,h:11772,,TGFBR1,"transforming growth factor beta receptor 1","gene with protein product"
2191,T192260,6,0.0030,"chr9:21975088..21975104,-",p11@CDKN2A,e:1029,h:1787,u:P42771,CDKN2A,"cyclin dependent kinase inhibitor 2A","gene with protein product"
2192,T044378,6,0.0030,"chr15:51652429..51652443,+",p4@GLDN,e:342035,h:29514,,GLDN,gliomedin,"gene with protein product"
2193,T024047,6,0.0030,"chr12:24737089..24737109,-",p1@LINC00477,e:144360,h:26557,u:Q96M19,LINC00477,"long intergenic non-protein coding RNA 477","RNA, long non-coding"
2194,T121947,6,0.0030,"chr2:29336855..29336914,+",p7@CLIP4,e:79745,h:26108,"u:A8K6D0,u:Q8N3C7",CLIP4,"CAP-Gly domain containing linker protein family member 4","gene with protein product"
2195,T031908,6,0.0030,"chr13:21477124..21477144,-",p3@XPO4,e:64328,h:17796,,XPO4,"exportin 4","gene with protein product"
2196,T017922,6,0.0030,"chr11:69950033..69950046,+",p11@ANO1,e:55107,h:21625,,ANO1,"anoctamin 1","gene with protein product"
2197,T042270,6,0.0030,"chr15:23034322..23034432,-",p1@NIPA2,e:81614,h:17044,"u:Q8N8Q9,u:F8W7Y8",NIPA2,"non imprinted in Prader-Willi/Angelman syndrome 2","gene with protein product"
2198,T031658,6,0.0030,"chr13:114145441..114145461,+",p3@TMCO3,e:55002,h:20329,,TMCO3,"transmembrane and coiled-coil domains 3","gene with protein product"
2199,T105200,6,0.0030,"chr21:40177845..40177863,+",p1@ETS2,e:2114,h:3489,u:P15036,ETS2,"ETS proto-oncogene 2, transcription factor","gene with protein product"
2200,T156060,6,0.0030,"chr5:78908775..78908806,+",p8@PAPD4,e:167153,h:26776,,PAPD4,"poly(A) RNA polymerase D4, non-canonical","gene with protein product"
2201,T085337,6,0.0030,"chr1:168195229..168195294,+","p1@SFT2D2,p1@TBX19","e:375035,e:9095","h:25140,h:11596","u:O95562,u:Q5TIH2",SFT2D2,"SFT2 domain containing 2","gene with protein product"
2202,T117229,6,0.0030,"chr2:201983509..201983532,+",p8@CFLAR,e:8837,h:1876,u:F8WBH9,CFLAR,"CASP8 and FADD like apoptosis regulator","gene with protein product"
2203,T058484,6,0.0030,"chr17:39740615..39740628,-",p7@KRT14,e:3861,h:6416,,KRT14,"keratin 14","gene with protein product"
2204,T020110,6,0.0030,"chr12:102271185..102271192,+",p13@DRAM1,e:55332,h:25645,u:Q8N682,DRAM1,"DNA damage regulated autophagy modulator 1","gene with protein product"
2205,T076952,6,0.0030,"chr19:50432711..50432778,-","p1@IL4I1,p1@NUP62","e:23636,e:259307","h:8066,h:19094","u:P37198,u:Q1WMJ3,u:Q96RQ9",NUP62,"nucleoporin 62","gene with protein product"
2206,T198516,6,0.0030,"chrX:153775760..153775806,-",p2@G6PD,e:2539,h:4057,"u:P11413,u:E7EM57",G6PD,"glucose-6-phosphate dehydrogenase","gene with protein product"
2207,T044040,6,0.0030,"chr15:45927215..45927279,+",p1@SQRDL,e:58472,h:20390,u:Q9Y6N5,SQRDL,"sulfide quinone reductase-like (yeast)","gene with protein product"
2208,T130350,6,0.0030,"chr3:150126416..150126437,+",p3@TSC22D2,e:9819,h:29095,u:O75157,TSC22D2,"TSC22 domain family member 2","gene with protein product"
